# timestamp x y z q_x q_y q_z q_w
1704742679.657038 0.046000017859700 -0.045713870499507 0.010665522837598 -0.003767437809484 -0.002061452349602 -0.004110146957509 0.999982331603189
1704742679.757865 0.042842416823443 -0.044158589426618 0.008721200831050 -0.003828043288612 -0.002227394452204 -0.004219168460051 0.999981291533017
1704742679.858748 0.046924709746502 -0.045504576678221 0.007912672360856 -0.003882307955966 -0.002167191207318 -0.003988818840939 0.999982159986597
1704742679.959563 0.045473199691622 -0.049660622346503 0.008212650734966 -0.004046204369792 -0.001923554516158 -0.004484340239736 0.999979909228598
1704742680.060453 0.046452144165157 -0.050495042927768 0.009894321660282 -0.003451441335308 -0.001924667672583 -0.004139416789701 0.999983624083764
1704742680.161304 0.047718479416207 -0.050903944814883 0.010556100582197 -0.003059328698451 -0.002091306551227 -0.004286990449274 0.999983944199961
1704742680.262170 0.047066053789791 -0.050607976155201 0.011800677245728 -0.002437891711868 -0.001707882693301 -0.004070369923215 0.999987285873872
1704742680.363018 0.044891762132383 -0.050476524678737 0.011364629425322 -0.002422309781953 -0.001239857970907 -0.003953536042739 0.999988482293815
1704742680.463877 0.044917730270566 -0.050137985391115 0.009070072151018 -0.002318219186773 -0.001404464221285 -0.004185022480402 0.999987569386183
1704742680.564721 0.047028569033021 -0.049942537885481 0.008585085098742 -0.002340492753632 -0.001680105636582 -0.004048399360522 0.999987654824464
1704742680.665563 0.047178088865169 -0.049720856466396 0.009251531250304 -0.002400684571387 -0.001602521430512 -0.003973292436766 0.999987940720217
1704742680.766456 0.046502072060416 -0.047871245779523 0.009199027127807 -0.002210598386280 -0.001547807097725 -0.004272938894450 0.999987229689040
1704742680.867280 0.045516015247499 -0.047446350625597 0.008949278250156 -0.002276749014983 -0.001462554133400 -0.004004964298247 0.999988318736920
1704742680.968137 0.044460079115991 -0.048413361057133 0.009517623764815 -0.002341612161552 -0.001413061969871 -0.004085711466940 0.999987913462035
1704742681.069012 0.044774417961432 -0.047592812077740 0.009759063449569 -0.002370477910455 -0.001507114771560 -0.004180631612730 0.999987315798981
1704742681.169910 0.045378815447326 -0.047414103738931 0.009916891096021 -0.002301236739660 -0.001528175411007 -0.004188552106279 0.999987412431088
1704742681.270727 0.046005646446286 -0.047815246434497 0.010246051603022 -0.002410638760452 -0.001510032558573 -0.004220032604723 0.999987049889768
1704742681.371580 0.045806639181533 -0.047930998926856 0.010132232275383 -0.002387843641694 -0.001519814986170 -0.004077380832602 0.999987681589471
1704742681.472431 0.044767934934475 -0.048284039255664 0.010431205951495 -0.002384697968976 -0.001449240771022 -0.004166240969700 0.999987427597445
1704742681.573297 0.044962642878589 -0.048509361453887 0.009920079681003 -0.002424201863179 -0.001471750718641 -0.003968307982312 0.999988104792699
1704742681.674161 0.045458070122018 -0.048143812528258 0.009164673767067 -0.002401530415988 -0.001529367822377 -0.004100891698647 0.999987538108845
1704742681.775011 0.046159395068456 -0.048948149966394 0.009251026442653 -0.002376625895832 -0.001527131201880 -0.004164238223184 0.999987339239678
1704742681.875938 0.047356831337806 -0.049423713612802 0.009841509116230 -0.002380120228901 -0.001532929113327 -0.004247658054376 0.999986971193659
1704742681.976725 0.048958435958317 -0.049094730446889 0.010144523627374 -0.002369210683377 -0.001550661184703 -0.004227547729010 0.999987054981620
1704742682.077587 0.048468142967642 -0.047306406230735 0.010560051608464 -0.002304698693138 -0.001509344473468 -0.004207340722943 0.999987354183652
1704742682.178467 0.047645272541824 -0.046012438393773 0.010068626984138 -0.002321535257685 -0.001483896934883 -0.004250751194452 0.999987169736792
1704742682.279296 0.047140281865442 -0.047437110923584 0.009948656362479 -0.002449242226502 -0.001476548346360 -0.004362735347124 0.999986393686319
1704742682.380213 0.047361632635321 -0.047298660424132 0.009916404521338 -0.002369533500338 -0.001474546163953 -0.004280875753826 0.999986942478432
1704742682.481023 0.045937798821700 -0.047522156294763 0.010008633644097 -0.002385205171468 -0.001434108158757 -0.004067312544578 0.999987855475617
1704742682.581892 0.044576373970572 -0.047897008526867 0.009503529258903 -0.002356647154114 -0.001469914589948 -0.004209551802944 0.999987282538576
1704742682.682742 0.044641934283118 -0.047622543477644 0.009256156871194 -0.002396608118781 -0.001467305200510 -0.004306445269124 0.999986778819648
1704742682.783616 0.044462884554284 -0.047420714074384 0.009309228408492 -0.002401604105377 -0.001484606270585 -0.004178182102242 0.999987285437289
1704742682.884490 0.044991216903898 -0.046363298547266 0.009387045451398 -0.002340014324755 -0.001458128596029 -0.004210041099591 0.999987336793757
1704742682.985324 0.045153288168651 -0.046747169748115 0.009685931797261 -0.002371452403247 -0.001490227002552 -0.004149423716055 0.999987468781374
1704742683.086150 0.044532059561567 -0.047569093909333 0.010004824400919 -0.002402223485105 -0.001467641964152 -0.004132472194860 0.999987498933325
